Qtime,Qindustry,Qtitle,Qwork_title,Qlanguages,Qfirst_language,Qr_experience,Qr_year,Qtime_to_proficiency,Qr_learning_path,Qreason_to_learn,Qr_use,Qr_length_to_success,Qr_difficulty,Qr_reason_experienced,Qr_how_often_used,Qr_enjoyment,Qr_difficulty_experienced,Qtidyverse_learning,Qtidyverse_today,Qshiny,Qunit_tests,Qlike_best,Qlike_least,Qrecommend,Qused_for,Qmost_difficult_aspect,blank_question,Qnot_live_without,Qcapability_missing,Qtools,Qchange_one_thing,Qyear_born,Qgender,Qcountry,Qethnicity,Qdegree,Qteam_r_users,Qversion_control,Qtools_with_r,Qobstacles_to_starting,Qbiggest_difficulty,Qhow_to_learn_r,learner_type,Qgender_coded
2018-12-11T12:27:29Z,Health Care and Medicine,Research Director,Researcher,"C/C++, Matlab, Python, SAS, SPSS",C/C++,Expert,2012,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,"I wanted to use a specific R package (e.g., ggplot2, caret, rmarkdown)",More than once a day,5,2,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,"obscure statistic/analysis availability; free; better than Matlab, SAS, SPSS...","error messages are abysmal at best. some documentation blows. Its really annoying when people use 'foo-bar' for f(x). Further, there should be a ban on further usage of 'iris' and 'mtcars'.",10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Medicine",NA,NA,"dplyr, readxl, openxlsx, icd, comorbidity",mind reading,NA,more informative error messaging- less terse.,1974,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",0,Never -- I don't use version control for my R code,"Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,"Documentation, Error messages, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T12:31:12Z,"Government Services (Federal, State, or Local)",System Administrator,Administration,"Excel, Python",Python,None,2018,NA,I haven't learned R yet,I am intellectually curious about R,"Statistical analysis, Modeling, Visualization, Machine learning, Text processing, Medicine, Financial analysis",Months,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Getting started,NA,NA,NA,Microsoft Excel,NA,1973,male,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",0,NA,NA,NA,NA,"Through an online course or courses (e.g., Coursera, edX, Datacamp)",Recent Learner,male
2018-12-11T12:31:27Z,Information Technologies,NA,Researcher,"C/C++, Excel, SPSS, Visual Basic",Pascal,Expert,1999,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,2,No,Occasionally,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,The enormous ecosystem of packages,Uneven quality and stability of packages over time,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Survey analysis",NA,NA,Mathematics,Automated parallelization,NA,Clearer error messages,1968,m,United States of America,White,"Doctorate (e.g. PhD, EdD)",30,Sometimes -- I use version control on critical parts of my work,"R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,"Error messages, Finding proper packages to use",NA,Early Learner,male
2018-12-11T12:39:20Z,Education,Associate professor,Researcher,"C/C++, Excel, Java, Javascript, SAS, SPSS",Basic,Expert,2004,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,3,No,Occasionally,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,It's free and open source. RStudio us a great IDE. Good visualization tools.,It's hard to teach to students with little programming experience.,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Medicine, Clinical trials",NA,NA,"Ggplot, dplyr",Not sure.,NA,More useful error messages and cross platform similarities.,1979,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",200,Frequently -- I use version control on most of the code that I write,"EMACS ESS mode, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), Shinyapps.io, Shiny Server",NA,"Error messages, Language syntax",NA,Early Learner,male
2018-12-11T12:39:57Z,Humanitarian Aid,Independent Consultant (Data/Statistics),Data scientist or analyst,"Excel, Python",C/C++,Intermediate,2015,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,4,3,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Resources are widely available. The community is very supportive and encourages all levels of learners.,It took me a long time to understand how I could best maintain packages.,9,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,"tidyverse, ggplot",I have not found any major shortcomings.,NA,"Understanding levels of my progression. After learning the basics, I could not tell if I was improving or moving onto intermediate topics and usage.",1979,male,United States of America,Asian,"Master’s degree (e.g. MA, MS, MEd)",2,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,"Error messages, Finding proper packages to use, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T12:54:26Z,"Government Services (Federal, State, or Local)",tech. advisor,Researcher,"Java, Matlab, Python",Matlab,Intermediate,2005,Days,On the job,NA,NA,NA,NA,It was required for my work,Between once a day and once a week,4,3,No,Occasionally,Frequently -- I frequently use or build Shiny applications,Frequently -- I write unit tests for most of the code that I write,"universe around : rstudio, shiny (!), lot of packages for data processing","too slow for some tasks (linear algebra, ...)",8,"Data transformation, Visualization, Machine learning",NA,NA,"shiny, reticulate",(more) clean & implicit vectorizing like numpy,NA,Rtools on windows is a pain...,1977,male,France,White,"Doctorate (e.g. PhD, EdD)",5,Frequently -- I use version control on most of the code that I write,"Jupyter Notebooks, Microsoft Excel, Python, RStudio Desktop (IDE), Shiny Server",NA,Data types,NA,Early Learner,male
2018-12-11T12:57:40Z,Travel / Ecommerce / Marketing,"Sr. Analyst, Marketing Automation",Data scientist or analyst,"Excel, Javascript, Tableau",Excel,Intermediate,2016,Months,On the job,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,4,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,I like learning how to do something that's difficult or beyond the capabilities in standard business applications like Excel but is a breeze in R.,"Maybe not R-specific, but I wish there was a clearer or more popular learning path for business analysts without a strong statistical background to bridge into more powerful applied data science techniques using R.",10,"Data transformation, Text processing",NA,NA,dplyr's verbs,I wish that importing data from the web had a clearer workflow. There doesn't seem to be a package/workflow front-runner here and I always feel like I'm throwing packages/functions at the wall and seeing what sticks.,NA,"My first experience with R was through the JHU coursera DS course with Roger Peng, and I think that's the case with many other people. This isn't a great intro to R (not that that's the focus of the course). It would be great if there was a more R-centric learning path of similar popularity.

I think that's a common issue with R in general--there's a lot of atomization and it's unclear to newer users what's supported or what option is best for beginners.",1985,male,United States of America,"White, Hispanic/Latinx","Master’s degree (e.g. MA, MS, MEd)",0,Sometimes -- I use version control on critical parts of my work,"Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server",NA,"Error messages, Getting started, Language irregularities, Using the R command line interface",NA,Early Learner,male
2018-12-11T13:15:33Z,Research,NA,Researcher,"Excel, Python, SPSS, Tableau",Excel,Intermediate,2015,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,4,3,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,The community,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,Tidyverse,Something like jupyter notebooks,NA,The documentation I think it could be improved by using something like jupyter notebooks,1986,woman,Argentina,Hispanic/Latinx,"Doctorate (e.g. PhD, EdD)",NA,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,"Error messages, Getting started",NA,Early Learner,female
2018-12-11T13:15:56Z,Education,NA,Data scientist or analyst,"Excel, SPSS, Tableau, HTML",SPSS,None,2018,NA,I haven't learned R yet,I want to do statistical analyses,"Statistical analysis, Data transformation, Modeling",Months,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Getting started,NA,NA,NA,"Microsoft Excel, SPSS",NA,1982,female,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",0,NA,NA,NA,NA,By myself using a book or online documentation that is not part of a formal course,Recent Learner,female
2018-12-11T13:52:23Z,Natural Resources and Mining,Consultor,Consultant or Advisor,"Excel, Javascript",I am just getting started learning programming,Intermediate,2016,Years,Almost all,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,4,No,Occasionally,Never -- I don't use Shiny.,Never -- I don't write unit tests,NA,NA,8,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,NA,NA,NA,NA,NA,woman,Argentina,White,"Professional degree (e.g. MD, DDS, DVM)",1,I don't know what version control is.,"Microsoft Excel, RStudio Desktop (IDE)",NA,"Data types, Documentation, Error messages, Language syntax, Managing packages, R Materials aren't in my native language",NA,Early Learner,female
2018-12-11T13:56:05Z,Financial Services and Activities,Data Scientist,Data scientist or analyst,"C/C++, Excel, Java, Matlab, Python, Tableau, Visual Basic",Visual Basic,Intermediate,2006,Weeks,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,1,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Rarely -- I only write unit tests in situations that require it,The data visualizations,Lack of debugger,10,"Statistical analysis, Modeling, Visualization, Financial analysis",NA,NA,ggplot2 and tidyverse,NA,NA,Interactive debugger,1968,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",10,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Jupyter Notebooks, Matlab, RStudio Server, RStudio Server Pro",NA,Error messages,NA,Early Learner,male
2018-12-11T13:58:44Z,Professional and Business Services,Director of Data Management,Data scientist or analyst,"Excel, Python, SPSS, Tableau",SPSS,Intermediate,2013,Months,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,5,3,No,Rarely,Frequently -- I frequently use or build Shiny applications,I don't know what unit tests are,NA,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing",NA,NA,data.table,NA,NA,NA,1988,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",0,Sometimes -- I use version control on critical parts of my work,"Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io",NA,Documentation,NA,Early Learner,male
2018-12-11T14:07:37Z,Financial Services and Activities,models specialyst,Data scientist or analyst,"Excel, Python, SPSS, Tableau",C/C++,Intermediate,2015,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,4,5,Yes,Occasionally,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,"open source code with a community behind, it's many uses (statistics, machine learning, visualizations, optimization)","memory handling, speed",9,"Statistical analysis, Modeling, Machine learning",NA,NA,all related to machine learning,those about interpreting black box machine learning algorithms like shape values and others,NA,maybe a more frindly gui,1982,male,Peru,Hispanic/Latinx,"Master’s degree (e.g. MA, MS, MEd)",0,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,Error messages,NA,Early Learner,male
2018-12-11T14:09:40Z,Trade (Retail or Wholesale),Data Scientist,Data scientist or analyst,"C/C++, Excel, Java, Matlab, Python",Java,Intermediate,2016,Days,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I was personally interested,More than once a day,5,1,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Rarely -- I only write unit tests in situations that require it,Ease of use for analysis.,It is difficult to discover new libraries and functions.,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,Piping!,Automation,NA,NA,1994,female,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",10,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server",NA,Finding proper packages to use,NA,Early Learner,female
2018-12-11T14:10:48Z,Manufacturing,Ingeniera de productividad,Data scientist or analyst,Excel,Excel,Intermediate,2018,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,One or more members of the R community encouraged me to learn it,Between once a day and once a week,3,4,I don't know what the tidyverse is,I don't know what tidyverse is,I don't know what Shiny is.,Never -- I don't write unit tests,La precisión en el análisis de los datos.,Los diferentes paquetes que maneja,8,"Statistical analysis, Modeling",NA,NA,No se,Hay muchos paquetes que no conozco nada en especial los de predicción,NA,Que hubiera más i formación detallada  tanto teórica como práctica para el aprendizaje de la herramienta,1991,female,Colombia,Hispanic/Latinx,"Professional degree (e.g. MD, DDS, DVM)",2,Never -- I don't use version control for my R code,"Microsoft Excel, RStudio Desktop (IDE)",NA,"Data types, Documentation, Language syntax, Language irregularities, R Materials aren't in my native language",NA,Recent Learner,female
2018-12-11T14:28:17Z,Health Care and Medicine,Systems Analyst,Software developer,"C/C++, Excel, Java, Ruby, powershel",Basic,None,NA,NA,I haven't learned R yet,I want to do statistical analyses,"Statistical analysis, Data transformation, Modeling, Machine learning",Weeks,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time,NA,NA,NA,Microsoft Excel,NA,1970,male,United States of America,Prefer not to answer,"Bachelor’s degree (e.g. BA, BS)",0,NA,NA,NA,NA,"Through an online course or courses (e.g., Coursera, edX, Datacamp)",NA,male
2018-12-11T14:32:23Z,Education,Student,Student,"C/C++, Excel, Matlab, Python, Julia (experimenting with it), Scheme, Common Lisp",C/C++,Intermediate,2017,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,5,3,No,Occasionally,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,The fact that you can do just about any kind of statistical analysis you could ever want to do (one way or another...),So many different packages each with their own quirks/naming conventions makes it feel a bit like Frankenstein's monster.,9,"Statistical analysis, Data transformation, Visualization, Machine learning, Financial analysis",NA,NA,I probably could live with just base R but tidyverse does make life easier,"I'm not sure I can point to any one thing that's missing, but I would like to see more multivariate time series stuff",NA,NA,1991,male,Australia,White,"Master’s degree (e.g. MA, MS, MEd)",5,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Jupyter Notebooks, Microsoft Excel, Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), Shiny Server",NA,"Finding proper packages to use, Language syntax",NA,Recent Learner,male
2018-12-11T14:46:04Z,Research,Statistician,Data scientist or analyst,"Excel, SPSS, Stata",R,Intermediate,2010,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Packages that solve problems I don't yet know I have,The learning curve. It's not immediately clear how to do things that a simple to do in other stats programs,9,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis, Clinical trials",NA,NA,dplyr,NA,NA,The help files are pretty opaque. I mostly learn new things through blog posts where they go through practical examples of how to use them,1985,male,South Africa,White,"Master’s degree (e.g. MA, MS, MEd)",2,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Desktop (IDE), Stata",NA,"Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T15:17:32Z,Trade (Retail or Wholesale),Data Scientist,Data scientist or analyst,"Excel, Python, Visual Basic",R,Expert,2016,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,It was required for my work,More than once a day,5,3,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,It's a very complete language and relatively easy to learn for people who doesn't know how to code,Sometimes the error messages are extremely difficult to interpret,8,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,Tidyverse,A good modelling package like scikit-learn in Python,NA,"The way you declare loops, conditionals and functions",1992,male,Argentina,"White, Hispanic/Latinx","Master’s degree (e.g. MA, MS, MEd)",7,Frequently -- I use version control on most of the code that I write,"Jupyter Notebooks, Microsoft Excel, Python, Shinyapps.io",NA,"Error messages, Getting started, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T15:28:09Z,Information Technologies,therapeutic algorithm developer,Software developer,"Python, C#",Python,Intermediate,2016,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,Between once a week and once a month,4,3,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Rarely -- I only write unit tests in situations that require it,the stat packages and ggplot2 are awesome!,the clash between base R and new R packages. also RStudio crashes very often,10,"Statistical analysis, Data transformation, Modeling, Visualization, Text processing",NA,NA,dplyr!,scikit learn and keras equivalent of R,NA,make RStudio more stable and less prone to crash,1985,male,Canada,Asian,"Master’s degree (e.g. MA, MS, MEd)",2,Frequently -- I use version control on most of the code that I write,"Jupyter Notebooks, Microsoft Excel, Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), Shinyapps.io",NA,"Documentation, Error messages",NA,Early Learner,male
2018-12-11T15:30:13Z,Education,Research Data Specialist,Educator,"Excel, Matlab, Python, SAS, SPSS, Tableau",R,Intermediate,2010,Months,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,It was required for my work,Between once a day and once a week,5,3,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Beautiful plots in ggplot2,Inconsistencies,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Medicine",NA,NA,dplyr + ggplot2,NA,NA,NA,1987,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",4,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Desktop (IDE)",NA,"Documentation, Finding proper packages to use, Language irregularities",NA,Early Learner,female
2018-12-11T15:45:34Z,Health Care and Medicine,Data Scientist,Data scientist or analyst,"C/C++, Excel, Javascript, Matlab, Python, SPSS, Tableau",GW BASIC,Expert,2004,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,It was required for my work,More than once a day,4,3,No,Usually,Frequently -- I frequently use or build Shiny applications,Rarely -- I only write unit tests in situations that require it,So many packages. I never start from scratch.,"Odd, convoluted syntax at times. Lazy evaluation.",10,"Statistical analysis, Data transformation, Modeling, Machine learning, Text processing, Medicine, Financial analysis",NA,NA,Statistical modeling,Not sure.,NA,For there not to be 15 (correct) ways to solve the same problem.,1967,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",15,Frequently -- I use version control on most of the code that I write,"Python, RStudio Desktop (IDE), RStudio Server, Shiny Server",NA,"Documentation, Finding proper packages to use, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T15:47:20Z,Research,Graduate research assistant,Researcher,"Excel, Python, SAS",Excel,Intermediate,2016,Years,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,Yes,Usually,Never -- I don't use Shiny.,I don't know what unit tests are,"There's an R package for everything, much more human readable & intuitive to learn for those without programming experience (at least in the tidyverse)","How much syntax conventions differ between ""camps""/packages, string manipulation is much more difficult than in Python/other languages",10,"Statistical analysis, Data transformation, Modeling, Visualization, Genomics, Survey analysis",NA,NA,"dplyr, purrr",Updated/standardized basic modeling conventions,NA,"Learning purrr has had the biggest effect on how I work in R/the tidyverse, but it's got a really steep learning curve and took me forever to get comfortable with. Still end up copying workflows I find on the internet most of the time",1994,f,United States of America,White,"One or more graduate courses, no graduate degree",5,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, Python, RStudio Desktop (IDE), RStudio Server",NA,"Language syntax, Language irregularities",NA,Early Learner,female
2018-12-11T16:07:13Z,Health Care and Medicine,Senior Data Scientist,Data scientist or analyst,"Excel, Python, SAS, Tableau",SAS,Intermediate,2015,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,3,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Never -- I don't write unit tests,It's versatility with data manipulation and analysis and compatibility with statistical thinking.,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,tidyverse,NA,NA,"I wish I had ""R for Data Science"" earlier",1979,male,United States of America,White,"One or more graduate courses, no graduate degree",4,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, Python, RStudio Desktop (IDE), Shiny Server",NA,Functional Programming,NA,Early Learner,male
2018-12-11T16:11:18Z,Education,Associate professor of psychology,Educator,"Excel, SPSS",SPSS,Beginner,2018,I don't feel proficient in R yet.,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Less than once a month,3,3,Yes,NA,I don't know what Shiny is.,I don't know what unit tests are,NA,NA,7,"Still learning, not using it yet",NA,NA,NA,NA,NA,NA,1971,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",1,I don't know what version control is.,None. Just started learning a few days ago,NA,Getting started,NA,Recent Learner,female
2018-12-11T16:18:43Z,Education,student,Data scientist or analyst,Python,Pascal,Beginner,2016,I don't feel proficient in R yet.,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,Between once a week and once a month,4,3,No,Never,Never -- I don't use Shiny.,Never -- I don't write unit tests,there are many books,"too many packages, don't know where to start",9,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,?,?,NA,I would make Rstudio layout more simple.,1964,m,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",2,Sometimes -- I use version control on critical parts of my work,"Jupyter Notebooks, Microsoft Excel, Python, RStudio Desktop (IDE)",NA,"Error messages, Finding proper packages to use, Learning the RStudio development environment",NA,Early Learner,male
2018-12-11T17:12:57Z,Information Technologies,NA,Data scientist or analyst,"Excel, Python, SAS, SPSS, Tableau, Visual Basic",QBasic,Intermediate,2015,Days,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,It was part of a course I took,Between once a day and once a week,5,2,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,The facility that Tidyverse brings to R,The basic R with those several brackets [ ].,10,"Statistical analysis, Data transformation, Visualization",NA,NA,dplyr,.,NA,.,1978,female,Brazil,White,"Master’s degree (e.g. MA, MS, MEd)",5,Never -- I don't use version control for my R code,RStudio Desktop (IDE),NA,"Language syntax, I mean, the language syntax of basic R, the  [ ] and so on. Tidyverse has a great syntatx. :)",NA,Early Learner,female
2018-12-11T17:17:34Z,Nonprofit,Data a d Quality Improvement Manager,Management,"Excel, Java, Javascript, PHP, Python",Java,Expert,2016,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,It was required for my work,More than once a day,5,3,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Never -- I don't write unit tests,"Large package database, excellent documentation, open source tools (RStudio, Shiny Server)",Parallel processing /single threaded nature,10,"Data transformation, Visualization, Data Reporting / Dashboards",NA,NA,Pipes!,Easy asynchronous support,NA,Nothing,1985,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",0,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, RStudio Desktop (IDE), RStudio Server, Shiny Server, Shinyproxy, Google Docs",NA,Getting started,NA,Early Learner,male
2018-12-11T17:19:46Z,Education,Data Scientist,Data scientist or analyst,"Excel, Python, SPSS, Tableau",Excel,Intermediate,2017,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,More than once a day,5,3,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,"Using code (vs. clicking) means decisions are documented. Automation decreases 'human' errors and, when they do arise, can be hunted down and fixed efficiently.","I'm still developing processes for communicating effectively with people who use different tools. (e.g., expecting all output to look like SPSS output, etc)",10,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,I'm really grateful for all the work to make the tidyverse packages 'opinionated' and aligned in process and vocabulary.,NA,NA,"It would have been great to have had early-on examples of what well-written functioning code looks like, and examples of how to organize code and projects to learn good habits from the get-go.",1982,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",1,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Desktop (IDE), SPSS",NA,Data types,NA,Recent Learner,female
2018-12-11T17:24:01Z,Financial Services and Activities,Quantitative Analyst,Data scientist or analyst,"C/C++, Excel, Matlab, Python, SAS",C/C++,Intermediate,2016,Weeks,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,NA,Its consistency,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,NA,NA,NA,"Consistency (Please no 10 ways of doing the same thing), and Consistency in Function Names, Argument Names, argument positions,",1994,male,United Kingdom,White,"Bachelor’s degree (e.g. BA, BS)",0,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,"Error messages, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-11T17:26:16Z,Transportation Engineering/Planning,Researcher,Researcher,"C/C++, Excel, SQL",C/C++,Intermediate,2018,Months,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,"I wanted to use a specific R package (e.g., ggplot2, caret, rmarkdown)",More than once a day,5,2,Yes,Rarely,Never -- I don't use Shiny.,Never -- I don't write unit tests,"Easy and multiple uses(analysis, visualization, web based app, etc)",Not as versatile as python,10,"Data transformation, Visualization, Survey analysis",NA,NA,dplyr,NA,NA,NA,1991,f,United States of America,Asian,"Master’s degree (e.g. MA, MS, MEd)",2,I don't know what version control is.,"R Command Line (i.e., the native R terminal interface)",NA,Apply functions,NA,Recent Learner,female
2018-12-11T17:37:21Z,Research,PhD candidate,Researcher,"Excel, Python, SPSS",SPSS,Intermediate,NA,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,More than once a day,5,4,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Rarely -- I only write unit tests in situations that require it,NA,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,NA,NA,NA,NA,1989,male,Norway,White,"Master’s degree (e.g. MA, MS, MEd)",2,Never -- I don't use version control for my R code,RStudio Desktop (IDE),NA,"Documentation, Error messages, Getting started, Language irregularities",NA,NA,male
2018-12-11T18:13:55Z,Information Technologies,NA,Data scientist or analyst,"Excel, Matlab, Python",Java,Intermediate,2016,Months,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,5,3,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,Tidyverse & ALL the models,syntax irregularities,9,"Statistical analysis, Visualization, Machine learning",NA,NA,Tidyverse,Unknown,NA,Index from 0,NA,NA,NA,NA,NA,NA,Frequently -- I use version control on most of the code that I write,"Jupyter Notebooks, Python, R Command Line (i.e., the native R terminal interface), RStudio Server, Shinyapps.io, Shiny Server",NA,Language irregularities,NA,Early Learner,NA
2018-12-11T18:21:49Z,Not Employed,NA,Student,"Excel, MySQL",C/C++,Beginner,2018,Weeks,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I thought it would open new career opportunities,Between once a day and once a week,3,1,I don't know what the tidyverse is,Never,I don't know what Shiny is.,I don't know what unit tests are,Short length code,Not enough learning material as others,7,Machine learning,NA,NA,NA,NA,NA,NA,1989,female,Canada,White,"Master’s degree (e.g. MA, MS, MEd)",0,I don't know what version control is.,RStudio Desktop (IDE),NA,Finding proper packages to use,NA,Recent Learner,female
