Timestamp	X.Cómo.calificarías.tu.nivel.de.experiencia.usando.R.	X.Cuál.es.tu.plan.para.aprender.R.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....4	Si.aprendieras.R...para.qué.consideras.que.lo.usarías...marca.todas.las.opciones.que.apliquen.	X.Qué.herramientas.analíticas.usas.hoy.para.las.funciones.para.las.que.podrías.aprender.R...por.favor..marca.todas.las.opciones.que.apliquen.	X.Cuál.crees.que.es.el.mayor.obstáculo.que.debes.superar.para.tratar.de.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.enumeramos.tu.obstáculo..elige..Other..y.agrega.tu.obstáculo.como.texto.libre.	X.En.qué.año.comenzaste.a.aprender.R.	X.Cómo.aprendiste.R..Si.usaste.varios.métodos..por.favor..selecciona.el.que.hayas.usado.más.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....10	X.Cuál.crees.que.fue.el.mayor.obstáculo.que.tuviste.que.superar.para.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.hemos.enumerado.su.obstáculo..elija..Otro..y.agregue.su.obstáculo.en.el.texto.	X.Con.qué.frecuencia.usa.R.hoy..ya.sea.para.proyectos.profesionales.o.personales.	X.Cuál.es.el.sistema.operativo.principal.que.usa.para.su.trabajo.de.R.	X.Para.qué.aplicaciones.usas.R.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.R.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.R.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.utilizas.con.tus.aplicaciones.R...por.favor.marca.todas.las.que.correspondan.	X.Usaste.paquetes.tidyverse.como.ggplot2.o.dplyr.para.aprender.R.	X.Utilizas.paquetes.tidyverse.cuando.usa.R.ahora.	X.Qué.es.lo.que.más.te.gusta.de.usar.R.	X.Qué.es.lo.que.menos.te.gusta.de.usar.R.	Cuando.tienes.problemas.en.R...a.quién.recurres.para.pedir.ayuda.	X.Cómo.descubre.nuevos.paquetes.o.paquetes.que.no.le.son.familiares.	X.Cómo.compartes.los.resultados.que.creas.en.R..Marca.todos.lo.que.correspondan.	Mirando.hacia.el.futuro...cómo.espera.que.cambie.su.uso.de.R.en.2021.	Para.asegurarnos.que.no.seas.un.robot..por.favor.escribe.la.palabra..five...sin.comillas..en.la.siguiente.caja.	X.Utiliza.actualmente.R.Markdown..Elija.la.declaración.que.más.se.ajuste.a.su.uso.	X.Para.qué.aplicaciones.utilizas.R.Markdown..Marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.R.Markdown.en.2021.	X.Con.qué.frecuencia.usas.Shiny.actualmente..ya.sea.como.desarrollador.o.como.usuario..Elige.la.opción.que.más.se.acerque.a.tu.uso.	X.Para.qué.usas.Shiny.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Shiny.en.2021.	X.Utilizas.actualmente.Python..Elije.la.declaración.que.más.se.ajuste.a.tu.uso.	X.Para.qué.aplicaciones.usas.Python.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.Python.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.Python.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.usas.con.tus.aplicaciones.Python...marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Python.en.2021.	X.Con.qué.lenguajes.o.herramientas.informáticas.te.sientes.cómodo.programando.hoy.	X.Cuál.fue.el.PRIMER.lenguaje.de.programación.o.herramienta.informática.que.aprendiste.	X.En.qué.año.naciste.	X.Con.qué.género.te.identificas.	Identifico.mi.origen.étnico.como..selecciona.todas.las.opciones.que.correspondan..	X.Cuál.es.el.nivel.educativo.más.alto.que.has.completado..Si.eres.estudiante..utiliza.el.nivel.más.alto.que.ya.hayas.completado.	X.En.qué.país.resides.actualmente.	X.En.qué.industria.trabajas.o.participas.	X.Cuál.es.el.nombre.de.tu.cargo.laboral..si.tienes.alguno..	X.Qué.categoría.describe.mejor.el.trabajo.que.haces.	X.Cuántas.personas.en.su.organización.o.grupo.de.trabajo.siente.que.puede.pedir.ayuda.o.apoyo.cuando.trabaja.con.R.	X.Te.sientes.parte.de.la.comunidad.R.	X.A.cuál.de.los.siguientes.eventos.has.asistido..Marca.todos.lo.que.correspondan..Incluye.todos.los.eventos.a.los.que.asististe.virtualmente.en.2020.	X.Cómo.te.enteraste.de.esta.encuesta.
2020-12-11T11:04:18Z	Intermedio	NA	NA	NA	NA	NA	2015	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Ensayos clínicos	4	10	Matlab, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Shinyapps.io, SPSS	No	De vez en cuando	Rstudio	The way of dealing with vectors. Vectors must be one-dimensional arrays (matrices)!!! It is important whether they are column-vectors or row-vectors.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar, Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	My own interactive apps e.g. create exams for my students	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Modelado/Aprendizaje automático	2	4	Anaconda, Visual Studio Code	Espero que aumente	C/C++, Java, Matlab, Python, SPSS	Java	1993	Hombre	Blanco, Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Netherlands / Países Bajos	Investigación	NA	Estadístico/a	20	Si algo	UseR conferencia	Twitter
2020-12-11T11:04:30Z	Intermedio	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Tenía un interés personal	Encontrar paquetes apropiados para usar	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Análisis de encuestas	5	10	RStudio Desktop (IDE)	Sí	De vez en cuando	La facilidad para aprenderlo	La primera vez fue difícil entender la sintaxis	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático, Análisis de encuestas	5	10	Anaconda	Espero que aumente	Excel, Matlab, Python	Visual Basic	1999	Masculino	Hispano/Latino	Algunos cursos universitarios de grado, sin título	México	Sin empleo	NA	Estudiante	2	No en realidad no	NA	LinkedIn
2020-12-11T11:07:52Z	Intermedio	NA	NA	NA	NA	NA	2011	En la universidad durante la asignatura de Estadística	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Los materiales de R no están en Español	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	4	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Que es una iniciativa gratuita y colaborativa	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Anaconda	Espero que aumente	Excel, Matlab, Python	R	1992	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Investigación	Asistente de investigación	Investigador/a	3	Si algo	NA	Twitter
2020-12-11T11:09:37Z	Intermedio	NA	NA	NA	NA	NA	NA	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	9	Microsoft Excel	No	Generalmente	Flexibilidad, adaptabilidad.	El proceso de aprendizaje es muy duro.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo	RPubs.com, Informes	Espero que aumente	five	Diariamente: al menos una vez al día.	Documentos word	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1962	Masculino	Europeo	Licenciatura (por ejemplo, BA, BS)	Spain / España	Consultoría	Consultor	Consultoría o Asesoría	1	Si algo	NA	Email
2020-12-11T11:18:31Z	Principiante	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Aprender la sintaxis de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Visualización	4	9	RStudio Cloud, RStudio Desktop (IDE), Jamovi	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones, redes sociales como twitter	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear sitios web a través de blogdown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	1	1	Anaconda, Jupyter cuadernos	Espero que disminuya	Ninguna	R	1983	mujer	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Profesor e investigador	0	Si algo	RStudio::conf, UseR conferencia, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Email
2020-12-11T11:20:55Z	Intermedio	NA	NA	NA	NA	NA	2014	En el trabajo	Fue requerido para mi trabajo	Comprender la documentación de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Connect, RStudio Desktop (IDE), RStudio Server Pro, Shiny Server	Sí	Generalmente	tidyverse	RJDBC	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitio de RStudio Connect administrado por mi organización, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear documentos interactivos basados en Shiny	Espero que siga igual	Diariamente: al menos una vez al día	Todas	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	1	1	Anaconda, Jupyter cuadernos	Espero que aumente	Excel, SPSS	BASIC	1964	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Comercio (al por menor o al por mayor)	NA	Científica/o de datos o Analista	NA	Si algo	NA	NA
2020-12-11T11:38:05Z	Experto	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Administrar los paquetes	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Python, RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	Con tidyverse se puede escribir “poesia”	Nada	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Documentar paquetes usando pkgdown, Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que aumente	Diariamente: al menos una vez al día	Mis propios desarrollos	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático, Deployment	3	7	Anaconda, JupyterLab 3.0, R, RStudio Decktop (IDE)	Espero que aumente	Javascript, Python, R	Fortran	1977	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Chile	Manufactura	Data Scientist	Científica/o de datos o Analista	0	Sí definitivamente	RStudio::conf, UseR conferencia, Encuentro local o regional de R	Email
2020-12-11T11:45:21Z	Intermedio	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis de encuestas	4	9	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io, SPSS, Power bi	Sí	Generalmente	La libertad y flexibilidad que me da para trabajar	El tiempo que consume hacer ciertas cosas en comparación a otros programas	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Shinyapps.io	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS, Tableau, Dax	R	1995	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Chile	Servicios Profesionales y de Negocios	Analista de datos	Científica/o de datos o Analista	0	No estoy segura	NA	LinkedIn
2020-12-11T12:03:13Z	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Comprender la documentación de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Visualización	3	9	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R)	No	Nunca	Acceso libre	Comandos	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com	Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	No he compartido	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	Estoy empezando a aprender programación	1981	Masculino	Negro/Africano	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Profesional especializado forense	Analista	0	No en realidad no	Encuentro local o regional de R	Twitter
2020-12-11T12:04:06Z	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Jupyter cuadernos, Python, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Su automatización para tratar datos y problemas de índole estadística	La verdad la sección de deep learning en la parte de las redes neuronales convolucionales	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Paquetes R creados para la búsqueda, como el paquete sos, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Exploración de datos	Espero que aumente	Diariamente: al menos una vez al día.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Visión por computadora y deep learning	5	10	Anaconda, Jupyter cuadernos, R, RStudio Decktop (IDE), Tableau, Visual Studio Code	Espero que aumente	C/C++, Go, Javascript, PHP, Python, Tableau, Visual Basic	C/C++	1995	Hombre	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios Profesionales y de Negocios	Ingeniero de producto	Consultoría o Asesoría	0	Sí definitivamente	PyCon conferencia	Twitter
2020-12-11T12:07:53Z	Principiante	NA	NA	NA	NA	NA	2017	Curso investigacion	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Ocasionalmente: menos de una vez al mes.	Apple MacOS	Análisis estadístico, Medicina	3	7	Microsoft Excel, RStudio Desktop (IDE), SPSS	Sí	De vez en cuando	Versatilidad	Dificultad de aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	SPSS	Estoy empezando a aprender programación	1979	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Cuidado de la Salud y Medicina	NA	Profesional de Medicina	0	No en realidad no	NA	Facebook
2020-12-11T12:09:20Z	Intermedio	NA	NA	NA	NA	NA	2012	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Limpieza o manipulación de datos, Visualización	5	10	Matlab, Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	Five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Modelado/Aprendizaje automático	5	10	Anaconda, Conda	Espero que siga igual	Matlab	Splus	1971	Mujer	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	NA	Educador/a	NA	Neutral	NA	Email
2020-12-11T12:16:30Z	Experto	NA	NA	NA	NA	NA	2012	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue requerido para mi trabajo	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo	community.rstudio.com	NA	Espero que aumente	Five	No uso R Markdown	NA	Espero que siga igual	Diariamente: al menos una vez al día	Tablero de instrumentos	Espero que disminuya	No uso Python	NA	NA	NA	NA	Espero que aumente	Javascript	C/C++	1981	Hombre	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Manufactura	Manager	Consultoría o Asesoría	4	Sí definitivamente	Encuentro local o regional de R	LinkedIn
2020-12-11T12:18:42Z	Intermedio	NA	NA	NA	NA	NA	NA	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Comprender la documentación de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico	5	10	Microsoft Excel, RStudio Desktop (IDE)	No	Raramente	Provee independencia para el análisis estadístico, sé lo que estoy manipulando y cómo de los datos, además de su gratuidad y la comunidad de ayuda que tiene, por supuesto.	Que no hay casi cursos para aprenderlos en mi país, Argentina, y el tema de hacer lindos gráficos me resulta muy complicado (sobre todo en la estadística multivariada, aplicada a ecología).	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Blogs y Youtube	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Cuando leo un paper que hizo un análisis interesante, busco el paquete con el que lo hicieron. Hago lo mismo cuando leo un blog y no conozco el paquete que recomienda.	Email, No los comparto mucho. Con mis estudiantes trato de enseñarles a usarlo y de interesarlos, pero no tengo mucho éxito cuando se lo recomiendo a colegas y estudiantes.	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1981	femenino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Argentina	Investigación	Investigadora	Investigador/a	0	Si algo	NA	Email
2020-12-11T12:19:00Z	Intermedio	NA	NA	NA	NA	NA	2016	Autodidacta	Tesis doctoral	Aprender la lógica de la programación	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas	5	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La facilidad de uso y su potencia para realizar multiples tareas (paquetes)	Los mensajes de error	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Listas de correo electrónico como r-help, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Conferencias, reuniones o seminarios.	Incorporación de resultados en trabajos de investigación enviados a publicaciones, Markdown	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	3	7	Anaconda, Jupyter cuadernos, Microsoft Excel	Espero que aumente	Ninguna	Excel	1981	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Investigador/a	0	Neutral	NA	LinkedIn
2020-12-11T12:21:48Z	Intermedio	NA	NA	NA	NA	NA	2018	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Tenía un interés personal	Encontrar trabajos para hacer en R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Hacer cosas que no se pueden hacer en Excel y crear Shiny apps	La falta de conocimientos para poner en producción mis trabajos	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify, Shinyapps.io	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Exploración de datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1986	masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Argentina	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Líder de proyectos	Científica/o de datos o Analista	1	Si algo	UseR conferencia, Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Email
